"PORTO","PROGR","PROG_AUSENTE","ATRACACAO","MES","ANO","TARIFA_FREIRE","COD_TARIFA_AJUSTADO","DESC_TARIFA_AJUSTADA","FAMILIA","EMPRESA_PRINCIPAL","QTDE","VALOR","LOCAL_ATRACACAO","DATA_HORA_ATRACACAO","DATA_HORA_DESATRACACAO","DIF_ATRACACAO_HOURS","DIF_ATRACACAO_DIAS","SENTIDO","NAVEGACAO","EMPRESA_PAGADORA","NATUREZA_CARGA","COMPRIMENTO_EMBARCACAO","LARGURA_EMBARCACAO","TLR_EMBARCACAO","TWD_EMBARCACAO","CALADO_EMBARCACAO","CNPJ_EMPRESA_PRINCIPAL"
"SALVADOR","26025",0,0,"12","2023","S.I.2.1.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","S.I.2.1.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","I1 - MARÍTIMA","MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA",110629,22125.8,"Porto de Salvador - Cais Santa Dulce",2023-12-03 00:15:00,2023-12-03 07:40:00,7.42,0.31,"NÃO INFORMADO","Longo Curso","02378779000885 - MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA","Normal",299.9,0,53022,110629,0,"02378779000885"
"SALVADOR","26025",0,0,"12","2023","S.II.1.1.1-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA",329,1763.44,"Porto de Salvador - Cais Santa Dulce",2023-12-03 00:15:00,2023-12-03 07:40:00,7.42,0.31,"NÃO INFORMADO","Longo Curso","02378779000885 - MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA","Normal",299.9,0,53022,110629,0,"02378779000885"
"SALVADOR","25969",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","ALIANCA NAVEGACAO E LOGISTICA LTDA",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-12-04 04:00:00,2023-12-04 13:45:00,9.75,0.41,"NÃO INFORMADO","Cabotagem","02427026001622 - ALIANCA NAVEGACAO E LOGISTICA LTDA","Normal",254.9,0,20270,57882,0,"02427026001622"
"SALVADOR","25969",0,0,"12","2023","S.I.2.2.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","S.I.2.2.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","I1 - MARÍTIMA","ALIANCA NAVEGACAO E LOGISTICA LTDA",57882,11576.4,"Porto Salvador - Terminal de Conteineres",2023-12-04 04:00:01,2023-12-04 13:45:01,9.75,0.41,"NÃO INFORMADO","Cabotagem","02427026001622 - ALIANCA NAVEGACAO E LOGISTICA LTDA","Normal",254.9,0,20270,57882,0,"02427026001622"
"SALVADOR","25969",0,0,"12","2023","S.II.1.1.2-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI","S.II.1.1.2","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h -CABNI","I2 - ACOSTAGEM","ALIANCA NAVEGACAO E LOGISTICA LTDA",259,1735.3,"Porto Salvador - Terminal de Conteineres",2023-12-04 04:00:02,2023-12-04 13:45:02,9.75,0.41,"NÃO INFORMADO","Cabotagem","02427026001622 - ALIANCA NAVEGACAO E LOGISTICA LTDA","Normal",254.9,0,20270,57882,0,"02427026001622"
"SALVADOR","26036",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","LOG-IN LOGISTICA INTERMODAL S/A",1,3402.07,"Porto de Salvador - Cais Santa Dulce",2023-12-03 07:00:00,2023-12-03 23:30:00,16.5,0.69,"Importação","Cabotagem","42278291001287 - LOG-IN LOGISTICA INTERMODAL S/A","Normal",218.45,0,14345,38675,0,"42278291001287"
"SALVADOR","26036",0,0,"12","2023","S.I.2.2.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","S.I.2.2.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","I1 - MARÍTIMA","LOG-IN LOGISTICA INTERMODAL S/A",1,7735,"Porto de Salvador - Cais Santa Dulce",2023-12-03 07:00:00,2023-12-03 23:30:00,16.5,0.69,"Importação","Cabotagem","42278291001287 - LOG-IN LOGISTICA INTERMODAL S/A","Normal",218.45,0,14345,38675,0,"42278291001287"
"SALVADOR","26036",0,0,"12","2023","S.II.1.1.2-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI","S.II.1.1.2","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h -CABNI","I2 - ACOSTAGEM","LOG-IN LOGISTICA INTERMODAL S/A",239,2722.21,"Porto de Salvador - Cais Santa Dulce",2023-12-03 07:00:00,2023-12-03 23:30:00,16.5,0.69,"Importação","Cabotagem","42278291001287 - LOG-IN LOGISTICA INTERMODAL S/A","Normal",218.45,0,14345,38675,0,"42278291001287"
"SALVADOR","26031",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","CMA CGM DO BRASIL AGENCIA MARITIMA LTDA",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-12-04 11:25:00,2023-12-05 00:37:00,13.2,0.55,"NÃO INFORMADO","Longo Curso","05951386000130 - CMA CGM DO BRASIL AGENCIA MARITIMA LTDA","Normal",278.94,0,60299.05,67170,0,"05951386000130"
"SALVADOR","26031",0,0,"12","2023","S.I.2.1.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","S.I.2.1.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","I1 - MARÍTIMA","CMA CGM DO BRASIL AGENCIA MARITIMA LTDA",67170,13434,"Porto Salvador - Terminal de Conteineres",2023-12-04 11:25:01,2023-12-05 00:37:01,13.2,0.55,"NÃO INFORMADO","Longo Curso","05951386000130 - CMA CGM DO BRASIL AGENCIA MARITIMA LTDA","Normal",278.94,0,60299.05,67170,0,"05951386000130"
"SALVADOR","26031",0,0,"12","2023","S.II.1.1.1 - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","CMA CGM DO BRASIL AGENCIA MARITIMA LTDA",3900,2613,"Porto Salvador - Terminal de Conteineres",2023-12-04 11:25:00,2023-12-05 00:37:00,13.2,0.55,"NÃO INFORMADO","Longo Curso","05951386000130 - CMA CGM DO BRASIL AGENCIA MARITIMA LTDA","Normal",278.94,0,60299.05,67170,0,"05951386000130"
"SALVADOR","26033",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","CMA CGM DO BRASIL AGENCIA MARITIMA LTDA",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-12-04 21:15:00,2023-12-05 16:14:00,18.98,0.79,"NÃO INFORMADO","Longo Curso","05951386000130 - CMA CGM DO BRASIL AGENCIA MARITIMA LTDA","Normal",299.9,48.2,0,110206,0,"05951386000130"
"SALVADOR","26033",0,0,"12","2023","S.I.2.1.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","S.I.2.1.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","I1 - MARÍTIMA","CMA CGM DO BRASIL AGENCIA MARITIMA LTDA",110206,22041.2,"Porto Salvador - Terminal de Conteineres",2023-12-04 21:15:00,2023-12-05 16:14:00,18.98,0.79,"NÃO INFORMADO","Longo Curso","05951386000130 - CMA CGM DO BRASIL AGENCIA MARITIMA LTDA","Normal",299.9,48.2,0,110206,0,"05951386000130"
"SALVADOR","26033",0,0,"12","2023","S.II.1.1.1-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","CMA CGM DO BRASIL AGENCIA MARITIMA LTDA",300,3819,"Porto Salvador - Terminal de Conteineres",2023-12-04 21:15:01,2023-12-05 16:00:01,18.75,0.78,"NÃO INFORMADO","Longo Curso","05951386000130 - CMA CGM DO BRASIL AGENCIA MARITIMA LTDA","Normal",299.9,48.2,0,110206,0,"05951386000130"
"SALVADOR","26026",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","ROCHAMAR AGENCIA MARITIMA S.A.",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-12-05 14:00:00,2023-12-06 08:00:00,18,0.75,"NÃO INFORMADO","Longo Curso","42581413000157 - LIBRA SERVICOS DE NAVEGACAO LTDA","Normal",299.99,0,48959,116933,0,"11256147000910"
"SALVADOR","26026",0,0,"12","2023","S.I.2.1.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","S.I.2.1.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","I1 - MARÍTIMA","ROCHAMAR AGENCIA MARITIMA S.A.",116933,23386.6,"Porto Salvador - Terminal de Conteineres",2023-12-05 14:00:00,2023-12-06 08:00:00,18,0.75,"NÃO INFORMADO","Longo Curso","42581413000157 - LIBRA SERVICOS DE NAVEGACAO LTDA","Normal",299.99,0,48959,116933,0,"11256147000910"
"SALVADOR","26026",0,0,"12","2023","S.II.1.1.1-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","ROCHAMAR AGENCIA MARITIMA S.A.",339,4088.34,"Porto Salvador - Terminal de Conteineres",2023-12-05 14:00:00,2023-12-06 08:00:00,18,0.75,"NÃO INFORMADO","Longo Curso","11256147000910 - ROCHAMAR AGENCIA MARITIMA S.A.","Normal",299.99,0,48959,116933,0,"11256147000910"
"SALVADOR","26030",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","ORION OPERACOES PORTUARIAS LTDA",1,3402.07,"Porto Salvador - Cais Comum",2023-12-04 10:50:00,2023-12-07 00:30:00,61.67,2.57,"Importação","Longo Curso","75185389001249 - ORION OPERACOES PORTUARIAS LTDA","Normal",199.98,0,11617,34564,0,"75185389001249"
"SALVADOR","26030",0,0,"12","2023","S.I.2.1.3.1 - Tarifa Variável (TPB/DWT) - Granéis Solidos Minerais - LC","S.I.2.1.3.1","Tarifa Variável (TPB/DWT) - Granéis Solidos Minerais - LC","I1 - MARÍTIMA","ORION OPERACOES PORTUARIAS LTDA",34564,48043.96,"Porto Salvador - Cais Comum",2023-12-04 10:50:00,2023-12-07 00:30:00,61.67,2.57,"Importação","Longo Curso","75185389001249 - ORION OPERACOES PORTUARIAS LTDA","Normal",199.98,0,11617,34564,0,"75185389001249"
"SALVADOR","26030",0,0,"12","2023","S.II.1.1.1-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","ORION OPERACOES PORTUARIAS LTDA",225,301.5,"Porto Salvador - Cais Comum",2023-12-04 10:50:00,2023-12-04 12:25:00,1.58,0.07,"Importação","Longo Curso","75185389001249 - ORION OPERACOES PORTUARIAS LTDA","Normal",199.98,0,11617,34564,0,"75185389001249"
"SALVADOR","26030",0,0,"12","2023","S.II.1.2.1-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, pos 48h - LC","S.II.1.2.1","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Pos 48h - LC","I2 - ACOSTAGEM","ORION OPERACOES PORTUARIAS LTDA",225,9346.5,"Porto Salvador - Cais Comum",2023-12-04 10:50:00,2023-12-07 00:30:00,61.67,2.57,"Importação","Longo Curso","75185389001249 - ORION OPERACOES PORTUARIAS LTDA","Normal",199.98,0,11617,34564,0,"75185389001249"
"SALVADOR","26030",0,0,"12","2023","S.III.1.1 - Tonelada - Carga geral","S.III.1.1","Tonelada - Carga Geral","I3 - TERRESTRE","ORION OPERACOES PORTUARIAS LTDA",10522.56,70501.15,"Porto Salvador - Cais Comum",2023-12-04 10:50:00,2023-12-07 00:30:00,61.67,2.57,"Importação","Longo Curso","96825575000112 - INTERMARITIMA PORTOS E LOGISTICA S/A","Normal",199.98,0,11617,34564,0,"75185389001249"
"SALVADOR","26020",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","ALIANCA NAVEGACAO E LOGISTICA LTDA",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-12-07 07:45:00,2023-12-08 06:30:00,22.75,0.95,"NÃO INFORMADO","Cabotagem","02427026001622 - ALIANCA NAVEGACAO E LOGISTICA LTDA","Normal",228,0,17234,52072,0,"02427026001622"
"SALVADOR","26020",0,0,"12","2023","S.I.2.2.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","S.I.2.2.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","I1 - MARÍTIMA","ALIANCA NAVEGACAO E LOGISTICA LTDA",52072,10414.4,"Porto Salvador - Terminal de Conteineres",2023-12-07 07:45:01,2023-12-08 06:30:01,22.75,0.95,"NÃO INFORMADO","Cabotagem","02427026001622 - ALIANCA NAVEGACAO E LOGISTICA LTDA","Normal",228,0,17234,52072,0,"02427026001622"
"SALVADOR","26020",0,0,"12","2023","S.II.1.1.2 - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI","S.II.1.1.2","Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h -CABNI","I2 - ACOSTAGEM","ALIANCA NAVEGACAO E LOGISTICA LTDA",5957,3991.19,"Porto Salvador - Terminal de Conteineres",2023-12-07 07:45:00,2023-12-08 06:35:00,22.83,0.95,"NÃO INFORMADO","Cabotagem","02427026001622 - ALIANCA NAVEGACAO E LOGISTICA LTDA","Normal",228,0,17234,52072,0,"02427026001622"
"SALVADOR","26042",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","WILSON SONS SHIPPING SERVICES LTDA",1,3402.07,"Porto Salvador - Cais de Ligação",2023-12-07 16:00:00,2023-12-08 15:30:00,23.5,0.98,"Importação","Cabotagem","33411794002774 - WILSON SONS SHIPPING SERVICES LTDA","Normal",93.4,0,549,3000,0,"33411794002774"
"SALVADOR","26042",0,0,"12","2023","S.I.2.2.3.2 - Tarifa Variável (TPB/DWT) - Granéis Solidos Vegetais - CAB","S.I.2.2.3.2","Tarifa Variável (TPB/DWT) - Granéis Solidos Vegetais - CAB","I1 - MARÍTIMA","WILSON SONS SHIPPING SERVICES LTDA",1,7800,"Porto Salvador - Cais de Ligação",2023-12-07 16:00:00,2023-12-08 15:30:00,23.5,0.98,"Importação","Cabotagem","33411794002774 - WILSON SONS SHIPPING SERVICES LTDA","Normal",93.4,0,549,3000,0,"33411794002774"
"SALVADOR","26042",0,0,"12","2023","S.II.1.1.2.9-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI DOBRO","S.II.1.1.2.9","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h -CABNI Dobro","I2 - ACOSTAGEM","WILSON SONS SHIPPING SERVICES LTDA",120,321.6,"Porto Salvador - Cais de Ligação",2023-12-07 13:00:00,2023-12-07 17:00:00,4,0.17,"Importação","Cabotagem","33411794002774 - WILSON SONS SHIPPING SERVICES LTDA","Normal",93.4,0,549,3000,0,"33411794002774"
"SALVADOR","26042",0,0,"12","2023","S.II.1.1.2-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI","S.II.1.1.2","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h -CABNI","I2 - ACOSTAGEM","WILSON SONS SHIPPING SERVICES LTDA",120,1929.6,"Porto Salvador - Cais de Ligação",2023-12-07 16:00:00,2023-12-08 15:30:00,23.5,0.98,"Importação","Cabotagem","33411794002774 - WILSON SONS SHIPPING SERVICES LTDA","Normal",93.4,0,549,3000,0,"33411794002774"
"SALVADOR","26021",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","WILSON SONS SHIPPING SERVICES LTDA",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-12-07 19:40:00,2023-12-08 01:00:00,5.33,0.22,"NÃO INFORMADO","Cabotagem","33411794002774 - WILSON SONS SHIPPING SERVICES LTDA","Normal",272,0,34823,71272,0,"33411794002774"
"SALVADOR","26021",0,0,"12","2023","S.I.2.2.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","S.I.2.2.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","I1 - MARÍTIMA","WILSON SONS SHIPPING SERVICES LTDA",71272,12946,"Porto Salvador - Terminal de Conteineres",2023-12-07 19:40:01,2023-12-08 01:00:00,5.33,0.22,"NÃO INFORMADO","Cabotagem","33411794002774 - WILSON SONS SHIPPING SERVICES LTDA","Normal",272,0,34823,71272,0,"33411794002774"
"SALVADOR","26021",0,0,"12","2023","S.II.1.1.2-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI","S.II.1.1.2","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h -CABNI","I2 - ACOSTAGEM","WILSON SONS SHIPPING SERVICES LTDA",319,1282.38,"Porto Salvador - Terminal de Conteineres",2023-12-07 19:40:00,2023-12-08 01:00:00,5.33,0.22,"NÃO INFORMADO","Cabotagem","33411794002774 - WILSON SONS SHIPPING SERVICES LTDA","Normal",272,0,34823,71272,0,"33411794002774"
"SALVADOR","26009",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-12-08 04:50:00,2023-12-08 14:10:00,9.33,0.39,"NÃO INFORMADO","Longo Curso","02378779000885 - MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA","Normal",299.98,0,42233,85890,0,"02378779000885"
"SALVADOR","26009",0,0,"12","2023","S.I.2.1.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","S.I.2.1.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","I1 - MARÍTIMA","MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA",85890,17178,"Porto Salvador - Terminal de Conteineres",2023-12-08 04:50:00,2023-12-08 14:10:00,9.33,0.39,"NÃO INFORMADO","Longo Curso","02378779000885 - MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA","Normal",299.98,0,42233,85890,0,"02378779000885"
"SALVADOR","26009",0,0,"12","2023","S.II.1.1.1-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA",329,2204.3,"Porto Salvador - Terminal de Conteineres",2023-12-08 04:50:01,2023-12-08 14:10:01,9.33,0.39,"NÃO INFORMADO","Longo Curso","02378779000885 - MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA","Normal",299.98,0,42233,85890,0,"02378779000885"
"SALVADOR","26027",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA",1,3402.07,"Porto Salvador - Terminal de Conteineres",2023-12-08 12:20:00,2023-12-08 23:15:00,10.92,0.46,"NÃO INFORMADO","Longo Curso","02378779000885 - MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA","Normal",328.46,0,70527,128432.7,0,"02378779000885"
"SALVADOR","26027",0,0,"12","2023","S.I.2.1.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","S.I.2.1.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","I1 - MARÍTIMA","MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA",128432.7,25686.54,"Porto Salvador - Terminal de Conteineres",2023-12-08 12:20:00,2023-12-08 23:15:00,10.92,0.46,"NÃO INFORMADO","Longo Curso","02378779000885 - MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA","Normal",328.46,0,70527,128432.7,0,"02378779000885"
"SALVADOR","26027",0,0,"12","2023","S.II.1.1.1-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA",349,2805.96,"Porto de Salvador - Cais Santa Dulce",2023-12-08 12:20:00,2023-12-08 23:34:00,11.23,0.47,"NÃO INFORMADO","Longo Curso","02378779000885 - MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA","Normal",328.46,0,70527,128432.7,0,"02378779000885"
"SALVADOR","26037",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","STAR SHIP AG.MARITIMA LTDA",1,3402.07,"Porto Salvador - Cais de Ligação",2023-12-08 21:00:00,2023-12-12 10:00:00,85,3.54,"Importação","Longo Curso","40605867000195 - STAR SHIP AG.MARITIMA LTDA","Normal",199.99,0,21224,63200,0,"40605867000195"
"SALVADOR","26037",0,0,"12","2023","S.I.2.1.3.1 - Tarifa Variável (TPB/DWT) - Granéis Solidos Minerais - LC","S.I.2.1.3.1","Tarifa Variável (TPB/DWT) - Granéis Solidos Minerais - LC","I1 - MARÍTIMA","STAR SHIP AG.MARITIMA LTDA",63200,87848,"Porto Salvador - Cais de Ligação",2023-12-08 21:00:00,2023-12-12 10:00:00,85,3.54,"Importação","Longo Curso","40605867000195 - STAR SHIP AG.MARITIMA LTDA","Normal",199.99,0,21224,63200,0,"40605867000195"
"SALVADOR","26037",0,0,"12","2023","S.II.1.1.1.9-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC DOBRO","S.II.1.1.1.9","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC Dobro","I2 - ACOSTAGEM","STAR SHIP AG.MARITIMA LTDA",210,1407,"Porto Salvador - Cais de Ligação",2023-12-08 21:00:00,2023-12-09 07:00:00,10,0.42,"Importação","Longo Curso","40605867000195 - STAR SHIP AG.MARITIMA LTDA","Normal",199.99,0,21224,63200,0,"40605867000195"
"SALVADOR","26037",0,0,"12","2023","S.II.1.2.1-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, pos 48h - LC","S.II.1.2.1","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Pos 48h - LC","I2 - ACOSTAGEM","STAR SHIP AG.MARITIMA LTDA",210,11959.5,"Porto Salvador - Cais de Ligação",2023-12-08 21:00:00,2023-12-12 10:00:00,85,3.54,"Importação","Longo Curso","40605867000195 - STAR SHIP AG.MARITIMA LTDA","Normal",199.99,0,21224,63200,0,"40605867000195"
"SALVADOR","26022",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","LOG-IN LOGISTICA INTERMODAL S/A",1,3402.07,"Porto de Salvador - Cais Santa Dulce",2023-12-08 18:20:00,2023-12-09 12:00:00,17.67,0.74,"Importação","Cabotagem","42278291001287 - LOG-IN LOGISTICA INTERMODAL S/A","Normal",212.6,0,35339,41568,0,"42278291001287"
"SALVADOR","26022",0,0,"12","2023","S.I.2.2.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","S.I.2.2.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - CAB","I1 - MARÍTIMA","LOG-IN LOGISTICA INTERMODAL S/A",1,8313.6,"Porto de Salvador - Cais Santa Dulce",2023-12-08 18:20:00,2023-12-09 12:00:00,17.67,0.74,"Importação","Cabotagem","42278291001287 - LOG-IN LOGISTICA INTERMODAL S/A","Normal",212.6,0,35339,41568,0,"42278291001287"
"SALVADOR","26022",0,0,"12","2023","S.II.1.1.2-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h -CAB/NI","S.II.1.1.2","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h -CABNI","I2 - ACOSTAGEM","LOG-IN LOGISTICA INTERMODAL S/A",229,2761.74,"Porto de Salvador - Cais Santa Dulce",2023-12-08 18:20:00,2023-12-09 12:00:00,17.67,0.74,"Importação","Cabotagem","42278291001287 - LOG-IN LOGISTICA INTERMODAL S/A","Normal",212.6,0,35339,41568,0,"42278291001287"
"SALVADOR","26023",0,0,"12","2023","S.I.1 - Tarifa fixa por acesso aquaviário","S.I.1","Tarifa Fixa Por Acesso Aquaviário","I1 - MARÍTIMA","MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA",1,3402.07,"Porto de Salvador - Cais Santa Dulce",2023-12-10 00:40:02,2023-12-10 05:35:02,4.92,0.2,"NÃO INFORMADO","Longo Curso","02378779000885 - MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA","Normal",299.9,0,53022,110593,0,"02378779000885"
"SALVADOR","26023",0,0,"12","2023","S.I.2.1.2 - Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","S.I.2.1.2","Tarifa Variável (TPB/DWT) - Carga Geral Conteinerizada - LC","I1 - MARÍTIMA","MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA",1,22118.6,"Porto de Salvador - Cais Santa Dulce",2023-12-10 00:40:02,2023-12-10 05:35:02,4.92,0.2,"NÃO INFORMADO","Longo Curso","02378779000885 - MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA","Normal",299.9,0,53022,110593,0,"02378779000885"
"SALVADOR","26023",0,0,"12","2023","S.II.1.1.1-NOVA - NOVA - Metro linear ocupada por embarcação p/ hora ou fração, limite 48h - LC","S.II.1.1.1","Nova - Metro Linear Ocupada Por Embarcação P/ Hora Ou Fração, Limite 48h - LC","I2 - ACOSTAGEM","MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA",319,1068.65,"Porto de Salvador - Cais Santa Dulce",2023-12-10 00:40:02,2023-12-10 05:35:02,4.92,0.2,"NÃO INFORMADO","Longo Curso","02378779000885 - MSC-MEDITERRANEAN SHIPPING D BRASIL LTDA","Normal",299.9,0,53022,110593,0,"02378779000885"
